id,kode_kabupaten_kota,kode_provinsi,kondisi_hutan,luas_hutan,nama_kabupaten_kota,nama_provinsi,satuan,tahun
846,3208,32,BAIK,0,KABUPATEN KUNINGAN,JAWA BARAT,HEKTAR,2020
847,3208,32,SEDANG,0,KABUPATEN KUNINGAN,JAWA BARAT,HEKTAR,2020
848,3208,32,RUSAK,0,KABUPATEN KUNINGAN,JAWA BARAT,HEKTAR,2020
849,3208,32,REHABILITASI,0,KABUPATEN KUNINGAN,JAWA BARAT,HEKTAR,2020
850,3208,32,BERUBAH FUNGSI,0,KABUPATEN KUNINGAN,JAWA BARAT,HEKTAR,2020
851,3209,32,BAIK,0,KABUPATEN CIREBON,JAWA BARAT,HEKTAR,2020
852,3209,32,SEDANG,0,KABUPATEN CIREBON,JAWA BARAT,HEKTAR,2020
853,3209,32,RUSAK,0,KABUPATEN CIREBON,JAWA BARAT,HEKTAR,2020
854,3209,32,REHABILITASI,0,KABUPATEN CIREBON,JAWA BARAT,HEKTAR,2020
855,3209,32,BERUBAH FUNGSI,0,KABUPATEN CIREBON,JAWA BARAT,HEKTAR,2020
856,3210,32,BAIK,0,KABUPATEN MAJALENGKA,JAWA BARAT,HEKTAR,2020
857,3210,32,SEDANG,0,KABUPATEN MAJALENGKA,JAWA BARAT,HEKTAR,2020
858,3210,32,RUSAK,0,KABUPATEN MAJALENGKA,JAWA BARAT,HEKTAR,2020
859,3210,32,REHABILITASI,0,KABUPATEN MAJALENGKA,JAWA BARAT,HEKTAR,2020
860,3210,32,BERUBAH FUNGSI,0,KABUPATEN MAJALENGKA,JAWA BARAT,HEKTAR,2020
861,3211,32,BAIK,0,KABUPATEN SUMEDANG,JAWA BARAT,HEKTAR,2020
862,3211,32,SEDANG,0,KABUPATEN SUMEDANG,JAWA BARAT,HEKTAR,2020
863,3211,32,RUSAK,0,KABUPATEN SUMEDANG,JAWA BARAT,HEKTAR,2020
864,3211,32,REHABILITASI,0,KABUPATEN SUMEDANG,JAWA BARAT,HEKTAR,2020
865,3211,32,BERUBAH FUNGSI,0,KABUPATEN SUMEDANG,JAWA BARAT,HEKTAR,2020
866,3212,32,BAIK,182802,KABUPATEN INDRAMAYU,JAWA BARAT,HEKTAR,2020
867,3212,32,SEDANG,239553,KABUPATEN INDRAMAYU,JAWA BARAT,HEKTAR,2020
868,3212,32,RUSAK,79300,KABUPATEN INDRAMAYU,JAWA BARAT,HEKTAR,2020
869,3212,32,REHABILITASI,0,KABUPATEN INDRAMAYU,JAWA BARAT,HEKTAR,2020
870,3212,32,BERUBAH FUNGSI,0,KABUPATEN INDRAMAYU,JAWA BARAT,HEKTAR,2020
871,3213,32,BAIK,0,KABUPATEN SUBANG,JAWA BARAT,HEKTAR,2020
872,3213,32,SEDANG,0,KABUPATEN SUBANG,JAWA BARAT,HEKTAR,2020
873,3213,32,RUSAK,73460,KABUPATEN SUBANG,JAWA BARAT,HEKTAR,2020
874,3213,32,REHABILITASI,0,KABUPATEN SUBANG,JAWA BARAT,HEKTAR,2020
875,3213,32,BERUBAH FUNGSI,0,KABUPATEN SUBANG,JAWA BARAT,HEKTAR,2020
876,3214,32,BAIK,0,KABUPATEN PURWAKARTA,JAWA BARAT,HEKTAR,2020
877,3214,32,SEDANG,0,KABUPATEN PURWAKARTA,JAWA BARAT,HEKTAR,2020
878,3214,32,RUSAK,0,KABUPATEN PURWAKARTA,JAWA BARAT,HEKTAR,2020
879,3214,32,REHABILITASI,0,KABUPATEN PURWAKARTA,JAWA BARAT,HEKTAR,2020
880,3214,32,BERUBAH FUNGSI,0,KABUPATEN PURWAKARTA,JAWA BARAT,HEKTAR,2020
881,3215,32,BAIK,0,KABUPATEN KARAWANG,JAWA BARAT,HEKTAR,2020
882,3215,32,SEDANG,0,KABUPATEN KARAWANG,JAWA BARAT,HEKTAR,2020
883,3215,32,RUSAK,1338139,KABUPATEN KARAWANG,JAWA BARAT,HEKTAR,2020
884,3215,32,REHABILITASI,0,KABUPATEN KARAWANG,JAWA BARAT,HEKTAR,2020
885,3215,32,BERUBAH FUNGSI,0,KABUPATEN KARAWANG,JAWA BARAT,HEKTAR,2020
886,3216,32,BAIK,0,KABUPATEN BEKASI,JAWA BARAT,HEKTAR,2020
887,3216,32,SEDANG,0,KABUPATEN BEKASI,JAWA BARAT,HEKTAR,2020
888,3216,32,RUSAK,1048115,KABUPATEN BEKASI,JAWA BARAT,HEKTAR,2020
889,3216,32,REHABILITASI,0,KABUPATEN BEKASI,JAWA BARAT,HEKTAR,2020
890,3216,32,BERUBAH FUNGSI,0,KABUPATEN BEKASI,JAWA BARAT,HEKTAR,2020
891,3217,32,BAIK,0,KABUPATEN BANDUNG BARAT,JAWA BARAT,HEKTAR,2020
892,3217,32,SEDANG,0,KABUPATEN BANDUNG BARAT,JAWA BARAT,HEKTAR,2020
893,3217,32,RUSAK,0,KABUPATEN BANDUNG BARAT,JAWA BARAT,HEKTAR,2020
894,3217,32,REHABILITASI,0,KABUPATEN BANDUNG BARAT,JAWA BARAT,HEKTAR,2020
895,3217,32,BERUBAH FUNGSI,0,KABUPATEN BANDUNG BARAT,JAWA BARAT,HEKTAR,2020
896,3218,32,BAIK,0,KABUPATEN PANGANDARAN,JAWA BARAT,HEKTAR,2020
897,3218,32,SEDANG,0,KABUPATEN PANGANDARAN,JAWA BARAT,HEKTAR,2020
898,3218,32,RUSAK,1750,KABUPATEN PANGANDARAN,JAWA BARAT,HEKTAR,2020
899,3218,32,REHABILITASI,0,KABUPATEN PANGANDARAN,JAWA BARAT,HEKTAR,2020
900,3218,32,BERUBAH FUNGSI,0,KABUPATEN PANGANDARAN,JAWA BARAT,HEKTAR,2020
901,3271,32,BAIK,0,KOTA BOGOR,JAWA BARAT,HEKTAR,2020
902,3271,32,SEDANG,0,KOTA BOGOR,JAWA BARAT,HEKTAR,2020
903,3271,32,RUSAK,0,KOTA BOGOR,JAWA BARAT,HEKTAR,2020
904,3271,32,REHABILITASI,0,KOTA BOGOR,JAWA BARAT,HEKTAR,2020
905,3271,32,BERUBAH FUNGSI,0,KOTA BOGOR,JAWA BARAT,HEKTAR,2020
906,3273,32,BAIK,0,KOTA BANDUNG,JAWA BARAT,HEKTAR,2020
907,3273,32,SEDANG,0,KOTA BANDUNG,JAWA BARAT,HEKTAR,2020
908,3273,32,RUSAK,0,KOTA BANDUNG,JAWA BARAT,HEKTAR,2020
909,3273,32,REHABILITASI,0,KOTA BANDUNG,JAWA BARAT,HEKTAR,2020
910,3273,32,BERUBAH FUNGSI,0,KOTA BANDUNG,JAWA BARAT,HEKTAR,2020
911,3275,32,BAIK,0,KOTA BEKASI,JAWA BARAT,HEKTAR,2020
912,3275,32,SEDANG,0,KOTA BEKASI,JAWA BARAT,HEKTAR,2020
913,3275,32,RUSAK,0,KOTA BEKASI,JAWA BARAT,HEKTAR,2020
914,3275,32,REHABILITASI,0,KOTA BEKASI,JAWA BARAT,HEKTAR,2020
915,3275,32,BERUBAH FUNGSI,0,KOTA BEKASI,JAWA BARAT,HEKTAR,2020
916,3277,32,BAIK,0,KOTA CIMAHI,JAWA BARAT,HEKTAR,2020
917,3277,32,SEDANG,0,KOTA CIMAHI,JAWA BARAT,HEKTAR,2020
918,3277,32,RUSAK,0,KOTA CIMAHI,JAWA BARAT,HEKTAR,2020
919,3277,32,REHABILITASI,0,KOTA CIMAHI,JAWA BARAT,HEKTAR,2020
920,3277,32,BERUBAH FUNGSI,0,KOTA CIMAHI,JAWA BARAT,HEKTAR,2020
921,3279,32,BAIK,0,KOTA BANJAR,JAWA BARAT,HEKTAR,2020
922,3279,32,SEDANG,0,KOTA BANJAR,JAWA BARAT,HEKTAR,2020
923,3279,32,RUSAK,0,KOTA BANJAR,JAWA BARAT,HEKTAR,2020
924,3279,32,REHABILITASI,0,KOTA BANJAR,JAWA BARAT,HEKTAR,2020
925,3279,32,BERUBAH FUNGSI,0,KOTA BANJAR,JAWA BARAT,HEKTAR,2020
926,3274,32,BAIK,0,KOTA CIREBON,JAWA BARAT,HEKTAR,2020
927,3274,32,SEDANG,0,KOTA CIREBON,JAWA BARAT,HEKTAR,2020
928,3274,32,RUSAK,0,KOTA CIREBON,JAWA BARAT,HEKTAR,2020
929,3274,32,REHABILITASI,0,KOTA CIREBON,JAWA BARAT,HEKTAR,2020
930,3274,32,BERUBAH FUNGSI,0,KOTA CIREBON,JAWA BARAT,HEKTAR,2020
931,3276,32,BAIK,0,KOTA DEPOK,JAWA BARAT,HEKTAR,2020
932,3276,32,SEDANG,0,KOTA DEPOK,JAWA BARAT,HEKTAR,2020
933,3276,32,RUSAK,0,KOTA DEPOK,JAWA BARAT,HEKTAR,2020
934,3276,32,REHABILITASI,0,KOTA DEPOK,JAWA BARAT,HEKTAR,2020
935,3276,32,BERUBAH FUNGSI,0,KOTA DEPOK,JAWA BARAT,HEKTAR,2020
936,3272,32,BAIK,0,KOTA SUKABUMI,JAWA BARAT,HEKTAR,2020
937,3272,32,SEDANG,0,KOTA SUKABUMI,JAWA BARAT,HEKTAR,2020
938,3272,32,RUSAK,0,KOTA SUKABUMI,JAWA BARAT,HEKTAR,2020
939,3272,32,REHABILITASI,0,KOTA SUKABUMI,JAWA BARAT,HEKTAR,2020
940,3272,32,BERUBAH FUNGSI,0,KOTA SUKABUMI,JAWA BARAT,HEKTAR,2020
941,3278,32,BAIK,0,KOTA TASIKMALAYA,JAWA BARAT,HEKTAR,2020
942,3278,32,SEDANG,0,KOTA TASIKMALAYA,JAWA BARAT,HEKTAR,2020
943,3278,32,RUSAK,0,KOTA TASIKMALAYA,JAWA BARAT,HEKTAR,2020
944,3278,32,REHABILITASI,0,KOTA TASIKMALAYA,JAWA BARAT,HEKTAR,2020
945,3278,32,BERUBAH FUNGSI,0,KOTA TASIKMALAYA,JAWA BARAT,HEKTAR,2020
