,Judul,View,Download,Tanggal Upload,Tanggal Putus,Status,Jenis
125,Putusan MAHKAMAH AGUNG Nomor 978 K/Pid.Sus/2023,7,3,2023-06-05,11-04-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
126,Putusan MAHKAMAH AGUNG Nomor 1003 K/Pid.Sus/2023,9,2,2023-06-05,05-04-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Perikanan,Berkekuatan Hukum Tetap
127,Putusan MAHKAMAH AGUNG Nomor 1005 K/Pid.Sus/2023,12,10,2023-06-05,10-04-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Farmasi,Berkekuatan Hukum Tetap
128,Putusan MAHKAMAH AGUNG Nomor 1960 K/Pid.Sus/2021,11,7,2023-06-05,15-09-2021,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Korupsi,Berkekuatan Hukum Tetap
129,Putusan MAHKAMAH AGUNG Nomor 3819 K/Pid.Sus/2021,13,7,2023-06-05,12-10-2021,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Korupsi,Berkekuatan Hukum Tetap
130,Putusan MAHKAMAH AGUNG Nomor 1022 K/Pid.Sus/2023,10,3,2023-06-05,16-03-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
131,Putusan MAHKAMAH AGUNG Nomor 1025 K/Pid.Sus/2023,10,5,2023-06-05,11-04-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
132,Putusan MAHKAMAH AGUNG Nomor 1028 K/Pid.Sus/2023,10,5,2023-06-05,11-04-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
133,Putusan MAHKAMAH AGUNG Nomor 1036 K/Pid.Sus/2023,10,3,2023-06-05,28-03-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
134,Putusan MAHKAMAH AGUNG Nomor 1301 K/Pid.Sus/2023,9,3,2023-06-05,13-04-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
135,Putusan MAHKAMAH AGUNG Nomor 1302 K/Pid.Sus/2023,10,2,2023-06-05,13-04-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
136,Putusan MAHKAMAH AGUNG Nomor 1303 K/Pid.Sus/2023,14,2,2023-06-05,13-04-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
137,Putusan MAHKAMAH AGUNG Nomor 1305 K/Pid.Sus/2023,13,1,2023-06-05,13-04-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
138,Putusan MAHKAMAH AGUNG Nomor 1308 K/Pid.Sus/2023,13,1,2023-06-05,13-04-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
139,Putusan MAHKAMAH AGUNG Nomor 1317 K/Pid.Sus/2023,12,0,2023-06-05,13-04-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
140,Putusan MAHKAMAH AGUNG Nomor 1003 K/Pid.Sus/2023,9,2,2023-06-05,05-04-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Perikanan,Berkekuatan Hukum Tetap
141,Putusan MAHKAMAH AGUNG Nomor 1005 K/Pid.Sus/2023,12,10,2023-06-05,10-04-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Farmasi,Berkekuatan Hukum Tetap
142,Putusan MAHKAMAH AGUNG Nomor 1960 K/Pid.Sus/2021,11,7,2023-06-05,15-09-2021,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Korupsi,Berkekuatan Hukum Tetap
143,Putusan MAHKAMAH AGUNG Nomor 3819 K/Pid.Sus/2021,13,7,2023-06-05,12-10-2021,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Korupsi,Berkekuatan Hukum Tetap
144,Putusan MAHKAMAH AGUNG Nomor 1022 K/Pid.Sus/2023,10,3,2023-06-05,16-03-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
145,Putusan MAHKAMAH AGUNG Nomor 1025 K/Pid.Sus/2023,10,5,2023-06-05,11-04-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
146,Putusan MAHKAMAH AGUNG Nomor 1028 K/Pid.Sus/2023,10,5,2023-06-05,11-04-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
147,Putusan MAHKAMAH AGUNG Nomor 1036 K/Pid.Sus/2023,10,3,2023-06-05,28-03-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
148,Putusan MAHKAMAH AGUNG Nomor 1301 K/Pid.Sus/2023,9,3,2023-06-05,13-04-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
149,Putusan MAHKAMAH AGUNG Nomor 1302 K/Pid.Sus/2023,11,2,2023-06-05,13-04-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
150,Putusan MAHKAMAH AGUNG Nomor 1303 K/Pid.Sus/2023,14,2,2023-06-05,13-04-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
151,Putusan MAHKAMAH AGUNG Nomor 1305 K/Pid.Sus/2023,13,1,2023-06-05,13-04-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
152,Putusan MAHKAMAH AGUNG Nomor 1308 K/Pid.Sus/2023,13,1,2023-06-05,13-04-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
153,Putusan MAHKAMAH AGUNG Nomor 1317 K/Pid.Sus/2023,12,0,2023-06-05,13-04-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
154,Putusan MAHKAMAH AGUNG Nomor 1318 K/Pid.Sus/2023,12,0,2023-06-05,13-04-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
155,Putusan MAHKAMAH AGUNG Nomor 1367 K/Pid.Sus/2023,15,9,2023-06-05,13-04-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  ITE,Berkekuatan Hukum Tetap
156,Putusan MAHKAMAH AGUNG Nomor 1557 K/Pid.Sus/2023,13,1,2023-06-05,08-05-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
157,Putusan MAHKAMAH AGUNG Nomor 1559 K/Pid.Sus/2023,12,3,2023-06-05,08-05-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
158,Putusan MAHKAMAH AGUNG Nomor 1582 K/Pid.Sus/2023,14,0,2023-06-05,08-05-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
159,Putusan MAHKAMAH AGUNG Nomor 1584 K/Pid.Sus/2023,13,0,2023-06-05,08-05-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
160,Putusan MAHKAMAH AGUNG Nomor 343 PK/Pid.Sus/2023,10,1,2023-06-05,09-05-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
161,Putusan MAHKAMAH AGUNG Nomor 344 PK/Pid.Sus/2023,10,1,2023-06-05,09-05-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
162,Putusan MAHKAMAH AGUNG Nomor 345 PK/Pid.Sus/2023,4,1,2023-06-05,09-05-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
163,Putusan MAHKAMAH AGUNG Nomor 346 PK/Pid.Sus/2023,4,1,2023-06-05,09-05-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
164,Putusan MAHKAMAH AGUNG Nomor 351 K/Pid/2023,7,4,2023-06-05,21-03-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Umum  Penipuan,Berkekuatan Hukum Tetap
165,Putusan MAHKAMAH AGUNG Nomor 434 K/Pid/2023,5,3,2023-06-05,03-05-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Umum  Kealfaan mengakibatkan kematianluka,Berkekuatan Hukum Tetap
166,Putusan MAHKAMAH AGUNG Nomor 441 K/Pid.Sus/2023,5,3,2023-06-05,29-03-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Korupsi,Berkekuatan Hukum Tetap
167,Putusan MAHKAMAH AGUNG Nomor 441 K/Pid/2023,7,5,2023-06-05,03-05-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Umum  Penganiayaan,Berkekuatan Hukum Tetap
168,Putusan MAHKAMAH AGUNG Nomor 808 K/Pid.Sus/2023,9,7,2023-06-05,16-03-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
169,Putusan MAHKAMAH AGUNG Nomor 760 K/Pid.Sus/2023,36,85,2023-05-31,29-03-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
170,Putusan MAHKAMAH AGUNG Nomor 200 PK/Pid.Sus/2023,34,60,2023-05-31,29-03-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Korupsi,Berkekuatan Hukum Tetap
171,Putusan MAHKAMAH AGUNG Nomor 361 K/Pid/2023,27,43,2023-05-31,12-04-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Umum  Pencurian,Berkekuatan Hukum Tetap
172,Putusan MAHKAMAH AGUNG Nomor 902 K/Pid.Sus/2023,27,36,2023-05-31,30-03-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
173,Putusan MAHKAMAH AGUNG Nomor 1029 K/Pid.Sus/2023,27,22,2023-05-31,11-04-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
174,Putusan MAHKAMAH AGUNG Nomor 1032 PK/Pid.Sus/2022,26,36,2023-05-31,03-11-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Perpajakan,Berkekuatan Hukum Tetap
175,Putusan MAHKAMAH AGUNG Nomor 1037 K/Pid.Sus/2023,27,17,2023-05-31,21-03-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
176,Putusan MAHKAMAH AGUNG Nomor 1039 K/Pid.Sus/2023,22,12,2023-05-31,21-03-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
177,Putusan MAHKAMAH AGUNG Nomor 1045 K/Pid.Sus/2023,22,9,2023-05-31,21-03-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
178,Putusan MAHKAMAH AGUNG Nomor 1052 K/Pid.Sus/2023,24,13,2023-05-31,05-04-2023,Pengadilan  MAHKAMAH AGUNG,Berkekuatan Hukum Tetap
179,Putusan MAHKAMAH AGUNG Nomor 1060 K/Pid.Sus/2023,26,19,2023-05-31,05-04-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
180,Putusan MAHKAMAH AGUNG Nomor 1061 K/Pid.Sus/2023,20,8,2023-05-31,05-04-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
181,Putusan MAHKAMAH AGUNG Nomor 1071 K/Pid.Sus/2023,20,8,2023-05-31,28-03-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
182,Putusan MAHKAMAH AGUNG Nomor 843 PK/Pid.Sus/2022,25,17,2023-05-31,28-07-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
183,Putusan MAHKAMAH AGUNG Nomor 888 PK/Pid.Sus/2022,25,10,2023-05-31,16-08-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
184,Putusan MAHKAMAH AGUNG Nomor 754 K/Pid.Sus/2023,23,9,2023-05-31,29-03-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
185,Putusan MAHKAMAH AGUNG Nomor 247 PK/Pid.Sus/2023,31,39,2023-05-31,11-04-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Korupsi,Berkekuatan Hukum Tetap
186,Putusan MAHKAMAH AGUNG Nomor 310 PK/Pid.Sus/2023,24,19,2023-05-31,13-04-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus,Berkekuatan Hukum Tetap
187,Putusan MAHKAMAH AGUNG Nomor 352 K/Pid/2023,27,18,2023-05-31,12-04-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Umum  Pencurian,Berkekuatan Hukum Tetap
188,Putusan MAHKAMAH AGUNG Nomor 356 K/Pid/2023,24,15,2023-05-31,28-03-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Umum  Penadahan,Berkekuatan Hukum Tetap
189,Putusan MAHKAMAH AGUNG Nomor 365 PK/Pid.Sus/2022,29,27,2023-05-31,23-05-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Pencucian Uang,Berkekuatan Hukum Tetap
190,Putusan MAHKAMAH AGUNG Nomor 372 K/Pid/2023,19,8,2023-05-31,21-03-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Umum  Kealfaan mengakibatkan kematianluka,Berkekuatan Hukum Tetap
191,Putusan MAHKAMAH AGUNG Nomor 374 K/Pid/2023,18,4,2023-05-31,12-04-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Umum,Berkekuatan Hukum Tetap
192,Putusan MAHKAMAH AGUNG Nomor 377 PK/Pid.Sus/2023,21,7,2023-05-31,09-05-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Korupsi,Berkekuatan Hukum Tetap
193,Putusan MAHKAMAH AGUNG Nomor 395 K/Pid/2023,24,12,2023-05-31,02-05-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Umum  Pemalsuan,Berkekuatan Hukum Tetap
194,Putusan MAHKAMAH AGUNG Nomor 396 K/Pid/2023,24,23,2023-05-31,02-05-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Umum  Pembunuhan,Berkekuatan Hukum Tetap
195,Putusan MAHKAMAH AGUNG Nomor 403 K/Pid.Sus/2023,16,3,2023-05-31,27-03-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
196,Putusan MAHKAMAH AGUNG Nomor 405 K/Pid.Sus/2023,14,8,2023-05-31,27-03-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
197,Putusan MAHKAMAH AGUNG Nomor 557 K/Pid.Sus/2023,14,3,2023-05-31,23-02-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
198,Putusan MAHKAMAH AGUNG Nomor 560 K/Pid.Sus/2023,23,14,2023-05-31,04-04-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Korupsi,Berkekuatan Hukum Tetap
199,Putusan MAHKAMAH AGUNG Nomor 639 K/Pid.Sus/2023,14,2,2023-05-31,16-03-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
200,Putusan MAHKAMAH AGUNG Nomor 640 K/Pid.Sus/2023,13,2,2023-05-31,16-03-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
201,Putusan MAHKAMAH AGUNG Nomor 644 K/Pid.Sus/2023,9,7,2023-05-31,09-03-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus,Berkekuatan Hukum Tetap
202,Putusan MAHKAMAH AGUNG Nomor 650 K/Pid.Sus/2023,11,8,2023-05-31,29-03-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus,Berkekuatan Hukum Tetap
203,Putusan MAHKAMAH AGUNG Nomor 670 K/Pid.Sus/2023,14,19,2023-05-31,28-03-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Perbankan,Berkekuatan Hukum Tetap
204,Putusan MAHKAMAH AGUNG Nomor 692 K/Pid.Sus/2023,12,2,2023-05-31,09-03-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
205,Putusan MAHKAMAH AGUNG Nomor 747 K/Pid.Sus/2023,16,8,2023-05-31,29-03-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
206,Putusan MAHKAMAH AGUNG Nomor 757 K/Pid.Sus/2023,19,13,2023-05-31,16-03-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  ITE,Berkekuatan Hukum Tetap
207,Putusan MAHKAMAH AGUNG Nomor 764 K/Pid.Sus/2023,14,2,2023-05-31,29-03-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
208,Putusan MAHKAMAH AGUNG Nomor 844 K/Pid.Sus/2023,13,8,2023-05-31,03-04-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
209,Putusan MAHKAMAH AGUNG Nomor 845 K/Pid.Sus/2023,12,2,2023-05-31,05-04-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
210,Putusan MAHKAMAH AGUNG Nomor 846 K/Pid.Sus/2023,14,3,2023-05-31,05-04-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
211,Putusan MAHKAMAH AGUNG Nomor 850 K/Pid.Sus/2023,13,1,2023-05-31,05-04-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
212,Putusan MAHKAMAH AGUNG Nomor 853 K/Pid.Sus/2023,22,21,2023-05-31,21-03-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Korupsi,Berkekuatan Hukum Tetap
213,Putusan MAHKAMAH AGUNG Nomor 877 K/Pid.Sus/2023,15,1,2023-05-31,05-04-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
214,Putusan MAHKAMAH AGUNG Nomor 880 K/Pid.Sus/2023,16,1,2023-05-31,10-04-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
215,Putusan MAHKAMAH AGUNG Nomor 891 K/Pid.Sus/2023,15,1,2023-05-31,16-03-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
216,Putusan MAHKAMAH AGUNG Nomor 892 K/Pid.Sus/2023,12,1,2023-05-31,30-03-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
217,Putusan MAHKAMAH AGUNG Nomor 901 K/Pid.Sus/2023,13,5,2023-05-31,30-03-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
218,Putusan MAHKAMAH AGUNG Nomor 1089 K/Pid.Sus/2023,15,25,2023-05-30,29-03-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
219,Upload :,30,37,2023-05-30,21-03-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Badan Hukum,Berkekuatan Hukum Tetap
220,Putusan MAHKAMAH AGUNG Nomor 361 K/Pid/2023,28,43,2023-05-31,12-04-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Umum  Pencurian,Berkekuatan Hukum Tetap
221,Putusan MAHKAMAH AGUNG Nomor 902 K/Pid.Sus/2023,28,36,2023-05-31,30-03-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
222,Putusan MAHKAMAH AGUNG Nomor 1029 K/Pid.Sus/2023,28,22,2023-05-31,11-04-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
223,Putusan MAHKAMAH AGUNG Nomor 1032 PK/Pid.Sus/2022,27,36,2023-05-31,03-11-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Perpajakan,Berkekuatan Hukum Tetap
224,Putusan MAHKAMAH AGUNG Nomor 1037 K/Pid.Sus/2023,28,17,2023-05-31,21-03-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
225,Putusan MAHKAMAH AGUNG Nomor 1039 K/Pid.Sus/2023,23,12,2023-05-31,21-03-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
226,Putusan MAHKAMAH AGUNG Nomor 1045 K/Pid.Sus/2023,23,9,2023-05-31,21-03-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
227,Putusan MAHKAMAH AGUNG Nomor 1052 K/Pid.Sus/2023,25,13,2023-05-31,05-04-2023,Pengadilan  MAHKAMAH AGUNG,Berkekuatan Hukum Tetap
228,Putusan MAHKAMAH AGUNG Nomor 1060 K/Pid.Sus/2023,27,19,2023-05-31,05-04-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
229,Putusan MAHKAMAH AGUNG Nomor 1061 K/Pid.Sus/2023,21,8,2023-05-31,05-04-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
230,Putusan MAHKAMAH AGUNG Nomor 1071 K/Pid.Sus/2023,21,8,2023-05-31,28-03-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
231,Putusan MAHKAMAH AGUNG Nomor 843 PK/Pid.Sus/2022,26,17,2023-05-31,28-07-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
232,Putusan MAHKAMAH AGUNG Nomor 888 PK/Pid.Sus/2022,26,10,2023-05-31,16-08-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
233,Putusan MAHKAMAH AGUNG Nomor 754 K/Pid.Sus/2023,24,9,2023-05-31,29-03-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Narkotika dan Psikotropika,Berkekuatan Hukum Tetap
234,Putusan MAHKAMAH AGUNG Nomor 247 PK/Pid.Sus/2023,32,39,2023-05-31,11-04-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Korupsi,Berkekuatan Hukum Tetap
235,Putusan MAHKAMAH AGUNG Nomor 310 PK/Pid.Sus/2023,25,19,2023-05-31,13-04-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus,Berkekuatan Hukum Tetap
236,Putusan MAHKAMAH AGUNG Nomor 352 K/Pid/2023,28,18,2023-05-31,12-04-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Umum  Pencurian,Berkekuatan Hukum Tetap
237,Putusan MAHKAMAH AGUNG Nomor 356 K/Pid/2023,25,15,2023-05-31,28-03-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Umum  Penadahan,Berkekuatan Hukum Tetap
238,Putusan MAHKAMAH AGUNG Nomor 365 PK/Pid.Sus/2022,29,27,2023-05-31,23-05-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Pencucian Uang,Berkekuatan Hukum Tetap
239,Putusan MAHKAMAH AGUNG Nomor 372 K/Pid/2023,20,8,2023-05-31,21-03-2023,Pengadilan  MAHKAMAH AGUNG  Pidana Umum  Kealfaan mengakibatkan kematianluka,Berkekuatan Hukum Tetap
240,Putusan MAHKAMAH AGUNG Nomor 868 K/Pid.Sus/2022,20,5,2023-05-30,09-02-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  Korupsi,Berkekuatan Hukum Tetap
241,Upload :,17,1,2023-05-30,16-05-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pendidikan,Berkekuatan Hukum Tetap
242,Putus :,20,6,2023-05-30,16-05-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pertanahan,Berkekuatan Hukum Tetap
243,Register :,19,3,2023-05-30,16-05-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pertanahan,Berkekuatan Hukum Tetap
244,Putusan MAHKAMAH AGUNG Nomor 151 K/TUN/2023,18,5,2023-05-30,16-05-2023,Pengadilan  MAHKAMAH AGUNG  TUN,Berkekuatan Hukum Tetap
245,Upload :,16,4,2023-05-30,16-05-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pertanahan,Berkekuatan Hukum Tetap
246,Putus :,16,9,2023-05-30,18-04-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pertanahan,Berkekuatan Hukum Tetap
247,Register :,15,10,2023-05-30,18-04-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Kepegawaian,Berkekuatan Hukum Tetap
248,Putusan MAHKAMAH AGUNG Nomor 131 K/TUN/2023,23,9,2023-05-30,15-12-2022,Pengadilan  MAHKAMAH AGUNG  Pidana Khusus  ITE,Berkekuatan Hukum Tetap
249,Upload :,17,4,2023-05-30,18-04-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Pertanahan,Berkekuatan Hukum Tetap
250,Upload :,26,15,2023-05-30,18-04-2023,Pengadilan  MAHKAMAH AGUNG  TUN  Kepegawaian,Berkekuatan Hukum Tetap
